Czas[s],X[g],Y[g],Z[g]
0.1687,-1.0000,-1.0000,0.0000
0.1687,-1.0000,-1.0000,0.0000
0.1846,-1.0000,0.0000,0.0000
0.1846,-1.0000,-1.0000,0.0000
0.1846,-1.0000,-1.0000,-1.0000
0.1846,-1.0000,-1.0000,0.0000
0.1854,-1.0000,-1.0000,0.0000
0.1854,-1.0000,-1.0000,0.0000
0.1854,-1.0000,-1.0000,0.0000
0.1854,-3.0000,-1.0000,0.0000
0.1854,-1.0000,-1.0000,0.0000
0.1938,-1.0000,-1.0000,-1.0000
0.1938,-1.0000,-1.0000,0.0000
0.1938,-1.0000,-1.0000,0.0000
0.1938,-1.0000,-1.0000,0.0000
0.1938,-1.0000,-1.0000,0.0000
0.1938,-1.0000,-1.0000,0.0000
0.1938,-1.0000,-1.0000,0.0000
0.1938,-1.0000,-1.0000,0.0000
0.1992,-1.0000,-1.0000,-1.0000
0.1992,-1.0000,-1.0000,0.0000
0.1992,-1.0000,-1.0000,0.0000
0.2094,-1.0000,-1.0000,0.0000
0.2094,-1.0000,-1.0000,0.0000
0.2100,-1.0000,-1.0000,0.0000
0.2100,-1.0000,-1.0000,0.0000
0.2100,-3.0000,-1.0000,0.0000
0.2100,-1.0000,-1.0000,-1.0000
0.2100,-1.0000,-1.0000,0.0000
0.2100,-1.0000,-1.0000,0.0000
0.2100,-1.0000,-1.0000,0.0000
0.2100,-3.0000,-1.0000,0.0000
0.2111,-1.0000,-1.0000,0.0000
0.2198,-1.0000,-1.0000,0.0000
0.2204,-1.0000,-1.0000,-1.0000
0.2218,-1.0000,-1.0000,0.0000
0.2218,-1.0000,-1.0000,-1.0000
0.2218,-1.0000,-1.0000,0.0000
0.2328,-1.0000,-1.0000,0.0000
0.2328,-1.0000,-1.0000,0.0000
0.2328,-1.0000,-1.0000,0.0000
0.2328,-1.0000,-1.0000,-1.0000
0.2328,-1.0000,-1.0000,0.0000
0.2328,-1.0000,-1.0000,0.0000
0.2328,-1.0000,-1.0000,0.0000
0.2453,-1.0000,-1.0000,0.0000
0.2453,-1.0000,-1.0000,0.0000
0.2453,-1.0000,-1.0000,0.0000
0.2453,-1.0000,-1.0000,0.0000
0.2453,-1.0000,-1.0000,0.0000
0.2453,-1.0000,-1.0000,0.0000
0.2453,-1.0000,-1.0000,0.0000
0.2453,-3.0000,-1.0000,0.0000
0.2453,-1.0000,-1.0000,-1.0000
0.2453,-1.0000,-1.0000,0.0000
0.2522,-1.0000,-1.0000,0.0000
0.2522,-1.0000,-1.0000,0.0000
0.2522,-1.0000,-1.0000,-1.0000
0.2522,-1.0000,-1.0000,0.0000
0.2522,-1.0000,-1.0000,0.0000
0.2522,-1.0000,-1.0000,0.0000
0.2613,-1.0000,-1.0000,0.0000
0.2613,-1.0000,-1.0000,0.0000
0.2613,-1.0000,-1.0000,0.0000
0.2613,-1.0000,-1.0000,0.0000
0.2668,-1.0000,-1.0000,0.0000
0.2668,-1.0000,-1.0000,0.0000
0.2668,-1.0000,-1.0000,0.0000
0.2707,-3.0000,-1.0000,0.0000
0.2842,-1.0000,-1.0000,0.0000
0.2842,-1.0000,-3.0000,0.0000
0.2847,-1.0000,-1.0000,0.0000
0.2847,-1.0000,-1.0000,-1.0000
0.2847,-1.0000,-1.0000,0.0000
0.2847,-3.0000,-1.0000,0.0000
0.2847,-1.0000,-1.0000,0.0000
0.2925,-1.0000,-1.0000,0.0000
0.2925,-1.0000,-1.0000,0.0000
0.3020,-1.0000,-1.0000,0.0000
0.3052,-1.0000,-1.0000,-1.0000
0.3052,-1.0000,-1.0000,0.0000
0.3052,-1.0000,-1.0000,0.0000
0.3052,-1.0000,-1.0000,0.0000
0.3052,-1.0000,-1.0000,0.0000
0.3114,-1.0000,-1.0000,0.0000
0.3125,-1.0000,-1.0000,0.0000
0.3125,-3.0000,-1.0000,0.0000
0.3125,-1.0000,-1.0000,0.0000
0.3125,-1.0000,-1.0000,0.0000
0.3125,-1.0000,-1.0000,0.0000
0.3125,-1.0000,-1.0000,0.0000
0.3125,-1.0000,-1.0000,0.0000
0.3125,-1.0000,-1.0000,0.0000
0.3125,-1.0000,-1.0000,0.0000
0.3214,-1.0000,-1.0000,0.0000
0.3214,-1.0000,-1.0000,0.0000
0.3214,-1.0000,-1.0000,0.0000
0.3214,-1.0000,-1.0000,0.0000
0.3214,-1.0000,-1.0000,0.0000
0.3326,-1.0000,-1.0000,0.0000
0.3326,-1.0000,-1.0000,0.0000
0.3326,-3.0000,-1.0000,0.0000
0.3326,-1.0000,-1.0000,0.0000
0.3326,-1.0000,-1.0000,0.0000
0.3326,-3.0000,-1.0000,0.0000
0.3326,-1.0000,-1.0000,0.0000
0.3436,-1.0000,-1.0000,0.0000
0.3436,-1.0000,-1.0000,-1.0000
0.3436,-1.0000,-1.0000,0.0000
0.3436,-1.0000,-1.0000,0.0000
0.3436,-1.0000,-1.0000,0.0000
0.3436,-1.0000,-1.0000,-1.0000
0.3436,-1.0000,-1.0000,-1.0000
0.3436,-1.0000,-1.0000,0.0000
0.3552,-1.0000,-1.0000,0.0000
0.3552,-1.0000,-1.0000,0.0000
0.3552,-1.0000,-1.0000,0.0000
0.3552,-3.0000,-1.0000,0.0000
0.3552,-1.0000,-1.0000,0.0000
0.3552,-3.0000,0.0000,1.0000
0.3552,-1.0000,-1.0000,0.0000
0.3632,-3.0000,-1.0000,0.0000
0.3654,-1.0000,-1.0000,0.0000
0.3654,-1.0000,-1.0000,0.0000
0.3654,-1.0000,-1.0000,0.0000
0.3716,-1.0000,-1.0000,0.0000
0.3716,-1.0000,-1.0000,0.0000
0.3716,-1.0000,-1.0000,0.0000
0.3716,-1.0000,-1.0000,0.0000
0.3881,-1.0000,-1.0000,0.0000
0.3881,-1.0000,-1.0000,0.0000
0.3881,-1.0000,-1.0000,0.0000
0.3881,-1.0000,-1.0000,0.0000
0.3881,-1.0000,-1.0000,0.0000
0.3881,-1.0000,-1.0000,0.0000
0.3881,-1.0000,-1.0000,0.0000
0.3881,-1.0000,-1.0000,0.0000
0.3995,-1.0000,-1.0000,0.0000
0.4000,-1.0000,-1.0000,0.0000
0.4000,-3.0000,-1.0000,0.0000
0.4000,-1.0000,-1.0000,0.0000
0.4000,-1.0000,-1.0000,0.0000
0.4000,-1.0000,-1.0000,0.0000
0.4000,-1.0000,-1.0000,0.0000
0.4000,-1.0000,-1.0000,0.0000
0.4072,-3.0000,-1.0000,0.0000
0.4136,-1.0000,-1.0000,0.0000
0.4136,-1.0000,-1.0000,0.0000
0.4136,-1.0000,-1.0000,0.0000
0.4136,-1.0000,-1.0000,0.0000
0.4136,-1.0000,-1.0000,-1.0000
0.4136,-1.0000,-1.0000,0.0000
0.4136,-1.0000,-1.0000,0.0000
0.4236,-1.0000,-1.0000,0.0000
0.4246,-1.0000,-1.0000,0.0000
0.4246,-1.0000,-1.0000,0.0000
0.4246,-1.0000,-1.0000,0.0000
0.4246,-3.0000,-1.0000,0.0000
0.4323,-1.0000,-1.0000,0.0000
0.4330,-3.0000,-1.0000,0.0000
0.4330,-3.0000,-1.0000,-1.0000
0.4368,-1.0000,-1.0000,0.0000
0.4445,-3.0000,-1.0000,0.0000
0.4530,-1.0000,-1.0000,0.0000
0.4530,-1.0000,-1.0000,0.0000
0.4536,-1.0000,-1.0000,0.0000
0.4655,-1.0000,-1.0000,0.0000
0.4655,-1.0000,-1.0000,-1.0000
0.4655,-1.0000,-1.0000,0.0000
0.4655,-1.0000,-1.0000,0.0000
0.4661,-1.0000,-1.0000,0.0000
0.4661,-1.0000,-1.0000,0.0000
0.4661,-1.0000,-1.0000,0.0000
0.4661,-1.0000,-1.0000,0.0000
0.4780,-1.0000,-1.0000,0.0000
0.4791,-1.0000,-1.0000,0.0000
0.4796,-1.0000,-1.0000,-1.0000
0.4796,-1.0000,-1.0000,0.0000
0.4813,-1.0000,-1.0000,0.0000
0.4906,-1.0000,-1.0000,0.0000
0.4906,-1.0000,0.0000,0.0000
0.4906,-1.0000,-1.0000,-1.0000
0.4906,-1.0000,-1.0000,0.0000
0.4906,-1.0000,-1.0000,0.0000
0.4906,-1.0000,-1.0000,0.0000
0.4906,-3.0000,-1.0000,0.0000
0.4906,-1.0000,-1.0000,0.0000
0.4906,-1.0000,-1.0000,0.0000
0.4906,-1.0000,-1.0000,0.0000
0.4939,-1.0000,-1.0000,-1.0000
0.4939,-1.0000,-1.0000,0.0000
0.4939,-1.0000,-1.0000,0.0000
0.5046,-1.0000,-1.0000,0.0000
0.5046,-1.0000,-1.0000,-1.0000
0.5052,-1.0000,-1.0000,0.0000
0.5052,-1.0000,-1.0000,0.0000
0.5052,-3.0000,-1.0000,0.0000
0.5052,-1.0000,-1.0000,0.0000
0.5052,-1.0000,-1.0000,0.0000
0.5052,-1.0000,-3.0000,0.0000
0.5173,-1.0000,0.0000,0.0000
0.5173,-1.0000,-1.0000,0.0000
0.5173,-1.0000,-1.0000,0.0000
0.5173,-1.0000,-1.0000,0.0000
0.5173,-1.0000,-1.0000,0.0000
0.5173,-1.0000,-1.0000,0.0000
0.5173,-3.0000,-1.0000,0.0000
0.5173,-1.0000,-1.0000,0.0000
0.5173,-1.0000,-1.0000,0.0000
0.5173,-1.0000,-1.0000,0.0000
0.5266,-1.0000,-1.0000,0.0000
0.5266,-1.0000,-1.0000,0.0000
0.5266,-1.0000,-1.0000,0.0000
0.5266,-1.0000,-1.0000,0.0000
0.5266,-1.0000,-1.0000,0.0000
0.5344,-1.0000,-1.0000,0.0000
0.5344,-1.0000,-1.0000,0.0000
0.5344,-1.0000,-1.0000,0.0000
0.5412,-1.0000,-1.0000,-1.0000
0.5412,-1.0000,-1.0000,0.0000
0.5412,-1.0000,-1.0000,0.0000
0.5412,-1.0000,-1.0000,0.0000
0.5474,-1.0000,-1.0000,0.0000
0.5547,-1.0000,-1.0000,-1.0000
0.5547,-1.0000,-1.0000,0.0000
0.5547,-1.0000,-1.0000,0.0000
0.5547,-1.0000,-1.0000,0.0000
0.5547,-3.0000,-1.0000,0.0000
0.5547,-1.0000,-1.0000,0.0000
0.5547,-1.0000,-1.0000,0.0000
0.5547,-1.0000,-1.0000,0.0000
0.5547,-1.0000,-1.0000,0.0000
0.5651,-1.0000,-1.0000,0.0000
0.5651,-1.0000,0.0000,0.0000
0.5651,-1.0000,-1.0000,0.0000
0.5651,-1.0000,-1.0000,-1.0000
0.5651,-1.0000,-1.0000,0.0000
0.5651,-1.0000,-1.0000,-1.0000
0.5651,-1.0000,-1.0000,0.0000
0.5651,-1.0000,-1.0000,0.0000
0.5651,-1.0000,-1.0000,0.0000
0.5651,-1.0000,-3.0000,0.0000
0.5673,-1.0000,-1.0000,0.0000
0.5738,-1.0000,-1.0000,-1.0000
0.5738,-3.0000,-1.0000,-1.0000
0.5738,-3.0000,-1.0000,0.0000
0.5738,-1.0000,-1.0000,0.0000
0.5738,-1.0000,-3.0000,0.0000
0.5793,-1.0000,-1.0000,0.0000
0.5945,-1.0000,-1.0000,0.0000
0.5945,-1.0000,0.0000,0.0000
0.5945,-1.0000,-1.0000,-1.0000
0.5945,-1.0000,-1.0000,0.0000
0.5945,-1.0000,-1.0000,0.0000
0.5945,-3.0000,-1.0000,0.0000
0.5945,-1.0000,-1.0000,0.0000
0.5962,-1.0000,-1.0000,0.0000
0.5962,-1.0000,-1.0000,0.0000
0.5962,-1.0000,-1.0000,0.0000
0.6054,-1.0000,-1.0000,0.0000
0.6054,-1.0000,-1.0000,0.0000
0.6054,-3.0000,-1.0000,0.0000
0.6054,-1.0000,-1.0000,0.0000
0.6054,-1.0000,-1.0000,0.0000
0.6054,-1.0000,-1.0000,0.0000
0.6054,-1.0000,-1.0000,0.0000
0.6054,-1.0000,-1.0000,0.0000
0.6079,-1.0000,-1.0000,0.0000
0.6157,-1.0000,-1.0000,-1.0000
0.6163,-1.0000,-1.0000,0.0000
0.6163,-1.0000,-1.0000,0.0000
0.6163,-1.0000,-1.0000,0.0000
0.6163,-1.0000,-1.0000,0.0000
0.6163,-1.0000,-1.0000,0.0000
0.6254,-1.0000,-1.0000,0.0000
0.6254,-1.0000,-1.0000,0.0000
0.6254,-1.0000,-1.0000,0.0000
0.6254,-1.0000,-1.0000,0.0000
0.6254,-1.0000,-1.0000,0.0000
0.6254,-1.0000,-1.0000,0.0000
0.6254,-1.0000,-1.0000,-1.0000
0.6287,-1.0000,-1.0000,0.0000
0.6287,-1.0000,-1.0000,0.0000
0.6424,-1.0000,-1.0000,0.0000
0.6424,-1.0000,-1.0000,-1.0000
0.6424,-1.0000,-1.0000,-1.0000
0.6424,-1.0000,-1.0000,0.0000
0.6424,-1.0000,-1.0000,0.0000
0.6424,-1.0000,-1.0000,0.0000
0.6424,-1.0000,-1.0000,0.0000
0.6536,-1.0000,-1.0000,0.0000
0.6536,-1.0000,-1.0000,0.0000
0.6536,-1.0000,0.0000,0.0000
0.6536,-1.0000,-1.0000,0.0000
0.6536,-3.0000,-1.0000,0.0000
0.6536,-1.0000,-1.0000,0.0000
0.6536,-1.0000,-1.0000,0.0000
0.6536,-1.0000,-1.0000,0.0000
0.6536,-3.0000,-1.0000,0.0000
0.6536,-1.0000,-1.0000,0.0000
0.6614,-1.0000,-1.0000,0.0000
0.6758,-3.0000,-1.0000,0.0000
0.6758,-1.0000,-1.0000,0.0000
0.6758,-1.0000,-1.0000,0.0000
0.6758,-1.0000,-1.0000,0.0000
0.6758,-1.0000,-1.0000,0.0000
0.6758,-1.0000,-1.0000,0.0000
0.6833,-1.0000,-1.0000,0.0000
0.6833,-1.0000,-1.0000,0.0000
0.6833,-1.0000,-1.0000,0.0000
0.6833,-3.0000,-1.0000,-1.0000
0.6833,-1.0000,-1.0000,0.0000
0.6952,-1.0000,-1.0000,0.0000
0.6957,-1.0000,-1.0000,0.0000
0.6957,-1.0000,-1.0000,-1.0000
0.6957,-1.0000,-1.0000,0.0000
0.6957,-1.0000,-1.0000,-1.0000
0.6957,-1.0000,-1.0000,0.0000
0.6957,-1.0000,-1.0000,0.0000
0.6957,-1.0000,-1.0000,0.0000
0.6957,-1.0000,-1.0000,0.0000
0.6957,-1.0000,-1.0000,0.0000
0.7088,-3.0000,-1.0000,0.0000
0.7088,-3.0000,-1.0000,0.0000
0.7088,-1.0000,-1.0000,-1.0000
0.7088,-3.0000,-1.0000,0.0000
0.7088,-1.0000,-1.0000,0.0000
0.7088,-1.0000,-1.0000,0.0000
0.7088,-1.0000,-1.0000,0.0000
0.7088,-1.0000,-1.0000,0.0000
0.7088,-1.0000,-1.0000,0.0000
0.7088,-1.0000,-1.0000,0.0000
0.7266,-1.0000,-1.0000,0.0000
0.7272,-1.0000,-1.0000,0.0000
0.7272,-1.0000,-1.0000,0.0000
0.7272,-1.0000,-1.0000,0.0000
0.7296,-1.0000,-1.0000,0.0000
0.7323,-1.0000,-1.0000,0.0000
0.7323,-1.0000,-1.0000,0.0000
0.7323,-1.0000,-1.0000,0.0000
0.7323,-1.0000,-1.0000,-1.0000
0.7367,-3.0000,-1.0000,-1.0000
0.7499,-1.0000,-1.0000,0.0000
0.7499,-1.0000,-1.0000,0.0000
0.7499,-1.0000,-1.0000,-1.0000
0.7499,-1.0000,-1.0000,0.0000
0.7499,-1.0000,-1.0000,0.0000
0.7499,-1.0000,-1.0000,0.0000
0.7574,-1.0000,-1.0000,0.0000
0.7574,-3.0000,-3.0000,0.0000
0.7574,-1.0000,-1.0000,0.0000
0.7574,-1.0000,-1.0000,0.0000
0.7574,-1.0000,0.0000,-1.0000
0.7574,-1.0000,-1.0000,0.0000
0.7574,-1.0000,-1.0000,0.0000
0.7574,-3.0000,-1.0000,0.0000
0.7574,-1.0000,-1.0000,0.0000
0.7574,-1.0000,-1.0000,0.0000
0.7685,-1.0000,-1.0000,0.0000
0.7685,-1.0000,-1.0000,0.0000
0.7685,-3.0000,-1.0000,0.0000
0.7685,-1.0000,-1.0000,0.0000
0.7685,-3.0000,-1.0000,0.0000
0.7685,-1.0000,-1.0000,0.0000
0.7696,-1.0000,-1.0000,0.0000
0.7769,-1.0000,-1.0000,0.0000
0.7769,-1.0000,-1.0000,0.0000
0.7769,-1.0000,-1.0000,0.0000
0.7837,-1.0000,-1.0000,0.0000
0.7837,-1.0000,-1.0000,0.0000
0.7863,-1.0000,-1.0000,0.0000
0.7975,-1.0000,-1.0000,0.0000
0.7975,-1.0000,-1.0000,-1.0000
0.7975,-1.0000,-1.0000,0.0000
0.7975,-1.0000,-1.0000,0.0000
0.7975,-3.0000,-1.0000,-1.0000
0.7975,-1.0000,-1.0000,0.0000
0.7975,-1.0000,-1.0000,0.0000
0.7975,-1.0000,-1.0000,0.0000
0.8088,-1.0000,-1.0000,0.0000
0.8094,-1.0000,-1.0000,0.0000
0.8094,-1.0000,-1.0000,0.0000
0.8094,-1.0000,-1.0000,0.0000
0.8094,-1.0000,-1.0000,0.0000
0.8094,-1.0000,-1.0000,0.0000
0.8094,-1.0000,-1.0000,0.0000
0.8094,-1.0000,-1.0000,0.0000
0.8094,-1.0000,-1.0000,0.0000
0.8094,-1.0000,-1.0000,0.0000
0.8124,-1.0000,-1.0000,0.0000
0.8169,-1.0000,-1.0000,0.0000
0.8176,-1.0000,-1.0000,0.0000
0.8176,-1.0000,-1.0000,0.0000
0.8176,-1.0000,-1.0000,-1.0000
0.8291,-1.0000,-1.0000,-1.0000
0.8296,-1.0000,-1.0000,0.0000
0.8296,-1.0000,-1.0000,0.0000
0.8296,-1.0000,-1.0000,0.0000
0.8296,-3.0000,-1.0000,0.0000
0.8334,-1.0000,-1.0000,0.0000
0.8334,-3.0000,-1.0000,0.0000
0.8334,-1.0000,-3.0000,0.0000
0.8495,-1.0000,-1.0000,0.0000
0.8495,-1.0000,-1.0000,0.0000
0.8495,-1.0000,-1.0000,0.0000
0.8495,-1.0000,-1.0000,0.0000
0.8495,-1.0000,-1.0000,0.0000
0.8588,-1.0000,-1.0000,0.0000
0.8588,-1.0000,-1.0000,-1.0000
0.8605,-3.0000,-1.0000,0.0000
0.8605,-1.0000,-1.0000,0.0000
0.8605,-1.0000,-1.0000,0.0000
0.8620,-3.0000,-1.0000,0.0000
0.8620,-1.0000,-1.0000,0.0000
0.8638,-1.0000,-1.0000,-1.0000
0.8688,-1.0000,-1.0000,0.0000
0.8694,-1.0000,-1.0000,0.0000
0.8694,-1.0000,-1.0000,0.0000
0.8694,-1.0000,-1.0000,0.0000
0.8694,-1.0000,-1.0000,0.0000
0.8694,-3.0000,-1.0000,0.0000
0.8694,-1.0000,-1.0000,0.0000
0.8694,-1.0000,-1.0000,0.0000
0.8694,-3.0000,-1.0000,-1.0000
0.8694,-1.0000,-1.0000,0.0000
0.8749,-1.0000,-1.0000,0.0000
0.8749,-1.0000,-1.0000,0.0000
0.8842,-1.0000,-1.0000,0.0000
0.8842,-1.0000,-1.0000,0.0000
0.8842,-1.0000,-1.0000,0.0000
0.8842,-1.0000,-1.0000,0.0000
0.8842,-1.0000,-1.0000,0.0000
0.8842,-1.0000,-1.0000,0.0000
0.8975,-1.0000,-1.0000,0.0000
0.8975,-1.0000,-1.0000,0.0000
0.8975,-1.0000,-1.0000,-1.0000
0.8975,-1.0000,-1.0000,0.0000
0.8975,-1.0000,-1.0000,0.0000
0.8975,-1.0000,-1.0000,0.0000
0.8975,-1.0000,-1.0000,0.0000
0.9164,-3.0000,-1.0000,-1.0000
0.9180,-3.0000,-1.0000,0.0000
0.9180,-1.0000,-1.0000,0.0000
0.9191,-1.0000,-1.0000,0.0000
0.9202,-3.0000,-1.0000,0.0000
0.9202,-1.0000,-1.0000,0.0000
0.9202,-1.0000,-1.0000,0.0000
0.9202,-3.0000,-1.0000,0.0000
0.9202,-1.0000,-1.0000,0.0000
0.9213,-1.0000,-1.0000,-1.0000
0.9213,-1.0000,-1.0000,0.0000
0.9213,-1.0000,-1.0000,0.0000
0.9275,-1.0000,-1.0000,0.0000
0.9275,-1.0000,-1.0000,0.0000
0.9275,-1.0000,-1.0000,0.0000
0.9275,-1.0000,-1.0000,0.0000
0.9275,-1.0000,-3.0000,0.0000
0.9275,-1.0000,-1.0000,0.0000
0.9275,-1.0000,-1.0000,0.0000
0.9350,-1.0000,-1.0000,0.0000
0.9350,-1.0000,-1.0000,0.0000
0.9350,-1.0000,0.0000,0.0000
0.9350,-1.0000,-1.0000,0.0000
0.9499,-1.0000,-1.0000,-1.0000
0.9506,-3.0000,-1.0000,0.0000
0.9506,-1.0000,-1.0000,0.0000
0.9506,-1.0000,-3.0000,0.0000
0.9506,-1.0000,-1.0000,0.0000
0.9506,-1.0000,-1.0000,0.0000
0.9506,-1.0000,-1.0000,0.0000
0.9506,-3.0000,0.0000,0.0000
0.9624,-1.0000,-1.0000,0.0000
0.9624,-1.0000,-1.0000,0.0000
0.9624,-1.0000,-1.0000,0.0000
0.9624,-1.0000,-1.0000,0.0000
0.9624,-1.0000,-1.0000,0.0000
0.9630,-1.0000,-1.0000,0.0000
0.9630,-1.0000,-1.0000,0.0000
0.9630,-1.0000,-3.0000,0.0000
0.9630,-1.0000,-1.0000,0.0000
0.9630,-1.0000,-1.0000,0.0000
0.9730,-3.0000,-1.0000,0.0000
0.9740,-1.0000,-1.0000,0.0000
0.9740,-1.0000,-1.0000,0.0000
0.9740,-1.0000,-1.0000,-1.0000
0.9740,-1.0000,-1.0000,0.0000
0.9740,-1.0000,-1.0000,0.0000
0.9810,-1.0000,-1.0000,0.0000
0.9836,-1.0000,-1.0000,0.0000
0.9836,-3.0000,-1.0000,0.0000
0.9856,-1.0000,-1.0000,0.0000
0.9856,-1.0000,-1.0000,-1.0000
0.9889,-3.0000,-1.0000,0.0000
0.9889,-1.0000,-1.0000,-1.0000
0.9955,-1.0000,-1.0000,-1.0000
0.9962,-1.0000,-1.0000,0.0000
0.9962,-1.0000,-1.0000,0.0000
0.9962,-3.0000,-1.0000,0.0000
0.9962,-1.0000,-1.0000,0.0000
0.9962,-1.0000,0.0000,-1.0000
1.0047,-1.0000,-1.0000,0.0000
1.0047,-1.0000,-1.0000,0.0000
1.0047,-1.0000,-1.0000,0.0000
1.0047,-1.0000,-1.0000,0.0000
1.0047,-1.0000,-1.0000,0.0000
1.0107,-1.0000,-1.0000,0.0000
1.0107,-3.0000,-1.0000,0.0000
1.0107,-3.0000,-3.0000,0.0000
1.0107,-1.0000,-1.0000,0.0000
1.0170,-1.0000,-1.0000,0.0000
1.0205,-1.0000,-1.0000,0.0000
1.0205,-1.0000,-1.0000,-1.0000
1.0215,-1.0000,-1.0000,0.0000
1.0325,-1.0000,-1.0000,0.0000
1.0325,-3.0000,-1.0000,0.0000
1.0325,-1.0000,-1.0000,0.0000
1.0325,-1.0000,-1.0000,0.0000
1.0325,-1.0000,-1.0000,0.0000
1.0325,-1.0000,-1.0000,0.0000
1.0375,-1.0000,-1.0000,-1.0000
1.0375,-1.0000,-1.0000,0.0000
1.0375,-1.0000,-1.0000,0.0000
